lon,lat,name,type
9.174743,45.468493,Café Nord 2000,cafe
9.20344,45.463441,Unknown name,bar
9.197178,45.467077,Caffè delle Colonne,cafe
9.174196,45.462274,Primus Bistrot,restaurant
9.189275,45.468072,Caffe' Verdi,restaurant
9.172811,45.462706,Simon's,restaurant
9.183522,45.479594,Helà,ice cream
9.184537,45.479147,Pink Bar,cafe
9.183121,45.48047,Shanji,restaurant
9.184383,45.479042,Sumire,restaurant
9.183619,45.479804,Gialle,restaurant
9.181984,45.482374,Wakaba,restaurant
9.183413,45.47973,Zodiaco,cafe
9.183033,45.480271,Al Solito Posto,cafe
9.182923,45.482062,Nook,restaurant
9.184581,45.478809,Lievità Pizzeria gourmet,restaurant
9.18341,45.481938,Himalaya,restaurant
9.183499,45.481922,Le Petit Prince,fast food
9.182169,45.482282,Mekan,fast food
9.183473,45.480015,Melabevo,bar
9.182365,45.482212,Mun,restaurant
9.188364,45.4771,Domm,cafe
9.187939,45.477185,Ted One,cafe
9.188967,45.477868,Bab,restaurant
9.189087,45.478179,Bebel's,restaurant
9.188017,45.477435,Il Barettino,cafe
9.188931,45.483781,Venchi,ice cream
9.187996,45.477928,Y-Not,restaurant
9.188532,45.477507,Drogheria San Marco,restaurant
9.188045,45.477503,Ristorante Pizzeria Da Cecco,restaurant
9.188708,45.478012,40 take away,restaurant
9.188066,45.477579,Rangoli,restaurant
9.203232,45.477509,Il Carpaccio,restaurant
9.177272,45.480521,Bar Mondino 1994,cafe
9.176395,45.468733,Binario 11,cafe
9.178091,45.480381,Ginza,cafe
9.173066,45.468154,Bar Virgilio,cafe
9.183758,45.475401,Pino,restaurant
9.181281,45.480312,My Kimchi,restaurant
9.177467,45.481446,Unknown name,cafe
9.174242,45.468242,Miscusi,restaurant
9.184964,45.46727,Taberna San Tomaso,restaurant
9.179464,45.480863,Trattoria Cinese,restaurant
9.175392,45.467947,Venchi,ice cream
9.181239,45.480076,Xin Fu-Ji,restaurant
9.181337,45.480633,Unknown name,restaurant
9.202643,45.479106,Pavé,cafe
9.197834,45.482126,Hashimi sushi,restaurant
9.197478,45.481793,Trattoria La Fattoria,restaurant
9.197611,45.482136,Kafana,cafe
9.197693,45.482323,Trattoria Il Paiolo,restaurant
9.20679,45.467557,cafe Victum,cafe
9.182826,45.470268,Sella Cafè,cafe
9.183029,45.472081,Cafè Rivoli,cafe
9.182988,45.472238,Dolce e Amaro,cafe
9.182591,45.471273,Senzatempo Bistrot,restaurant
9.197132,45.480584,Al Galileo,restaurant
9.185442,45.477654,Gambarotta,restaurant
9.185391,45.478847,Movidas,bar
9.184883,45.477902,Bar Capriccio,cafe
9.185686,45.478689,Yspanico,restaurant
9.185936,45.477561,Caffetteria della Moscova,cafe
9.185515,45.478493,Cimmino 104,bar
9.185458,45.478417,Ice Bound,ice cream
9.185406,45.478352,Our Gin,cafe
9.185702,45.477417,Ice Live,ice cream
9.185289,45.47768,Unknown name,restaurant
9.184848,45.477773,Panarello,cafe
9.186804,45.480159,Perimetro,restaurant
9.197826,45.462763,Unknown name,bar
9.193627,45.469093,Unknown name,cafe
9.192387,45.47012,Caruso Fuori,restaurant
9.196709,45.46749,Paper Moon,restaurant
9.196458,45.467846,Ristorante Bagutta,restaurant
9.204017,45.476771,Red Cafè,bar
9.180669,45.465881,Pizzeria Meucci,restaurant
9.204344,45.475563,New Delhi,restaurant
9.202676,45.47603,Flower Burger,fast food
9.192616,45.457932,Bar Meda,cafe
9.191193,45.460143,Bar Velasca,cafe
9.19252,45.45799,Gelateria Porta Romana,ice cream
9.192843,45.457595,Glamour,bar
9.193553,45.457597,Hekfanchai,fast food
9.190371,45.460341,Jubin,restaurant
9.190296,45.459316,Love It,restaurant
9.19075,45.460354,Ice & Coffee,cafe
9.19324,45.4572,Seon,restaurant
9.193544,45.457403,Il Gelato Matto,ice cream
9.191605,45.460684,Peter Bar,cafe
9.191433,45.459828,Pane e Farina,restaurant
9.191978,45.458325,Sakura,restaurant
9.194102,45.457311,Unknown name,cafe
9.193091,45.45791,Rossi e Rossi,cafe
9.192688,45.457879,Ten To Ten,restaurant
9.195211,45.45616,Viva,restaurant
9.192248,45.458533,Shalimar,restaurant
9.19548,45.455715,Unknown name,cafe
9.19299,45.456809,Nettare dei Santi,cafe
9.193381,45.4824,Bésame Mucho,restaurant
9.192866,45.482011,Thai Gallery,restaurant
9.187693,45.450292,B-Bar,restaurant
9.203358,45.476657,Usman,restaurant
9.193344,45.477638,Peter Bar,bar
9.192235,45.47771,Unknown name,bar
9.192145,45.477358,Unknown name,bar
9.197258,45.475605,Unknown name,bar
9.205732,45.476381,Asmara,restaurant
9.168741,45.453723,Caffè del binari,cafe
9.16906,45.453953,Tortona 12,bar
9.189139,45.483927,Alice,restaurant
9.201896,45.477148,Bar 4 sedie,cafe
9.202003,45.477101,Bjork,restaurant
9.202159,45.477234,Habesha Bar e Ristorante,restaurant
9.202025,45.477281,Martha Bar Restaurant,restaurant
9.202258,45.477197,Mantra Vegan Raw,restaurant
9.202116,45.477048,Dhaba,restaurant
9.202955,45.476851,Caffetteria Norma,cafe
9.202529,45.476442,Ristorante Ai Giardini - Paprika & Cannella,restaurant
9.203965,45.476382,Mono Bar,cafe
9.173415,45.476506,Burger Wave Arco della Pace,fast food
9.189077,45.463024,Casa Lodi,restaurant
9.193316,45.462744,Il Priscio,restaurant
9.193481,45.462977,Bar delle Ore,cafe
9.190438,45.462502,Bagalà,cafe
9.193285,45.463862,Bar Duomo,cafe
9.189462,45.463205,Borghi,ice cream
9.191032,45.462185,Peccati di Gola,cafe
9.190857,45.461926,Bar Sole,cafe
9.190446,45.462198,Ca'puccino,cafe
9.189151,45.462641,Caffè Napoli,cafe
9.189122,45.463604,Coppola,cafe
9.188958,45.463228,Dogana,restaurant
9.190749,45.461852,La Caveja,fast food
9.195396,45.461996,Pizza Pazza,restaurant
9.188631,45.46323,Spontini,restaurant
9.193169,45.462745,a'Mare,restaurant
9.184301,45.470424,Momus,restaurant
9.186529,45.482714,11rooftop,bar
9.19508,45.473807,Bar Turati,cafe
9.195205,45.476294,Biancolatte,restaurant
9.195753,45.476872,Ca' Turati,restaurant
9.195427,45.473711,Desinolento,restaurant
9.195489,45.476988,Il Baretto,cafe
9.195588,45.473281,Parco Sushi,restaurant
9.196099,45.473166,Unknown name,cafe
9.195635,45.476759,Panino Giusto,restaurant
9.195647,45.473364,Sushi Etc,restaurant
9.193949,45.474888,Subway,fast food
9.194561,45.474538,Unknown name,restaurant
9.194668,45.474063,Farina e Pomodoro,restaurant
9.194617,45.474339,Krem,ice cream
9.194049,45.475015,NUI City Jungle Cafè,restaurant
9.17759,45.452162,A' Vucciria,fast food
9.191686,45.464893,Maio Restaurant,restaurant
9.178243,45.458969,Gelato Oasi,ice cream
9.189057,45.4636,Streetoast,fast food
9.180687,45.456458,Trattoria Toscana,restaurant
9.166823,45.45497,Trattoria Aurora,restaurant
9.206534,45.475326,Kashmir,restaurant
9.193143,45.466085,Farina & Cucina,restaurant
9.191817,45.465944,Antica Pizza Fritta di Zia Esterina,restaurant
9.204525,45.467889,Golden Cafè,cafe
9.203467,45.471981,Bar Salvini,cafe
9.203535,45.471716,Caffè Duse,cafe
9.204136,45.469405,Caffè Rossini,cafe
9.203878,45.469966,Caffè di via Vivaio,cafe
9.201673,45.474378,Bar Bianco,bar
9.188313,45.465548,Granaio,restaurant
9.18843,45.46527,Panini Durini,fast food
9.184449,45.470914,Sibilla,restaurant
9.206914,45.459722,PreTesto,restaurant
9.185827,45.462084,Piz,restaurant
9.182962,45.479905,Serendib,restaurant
9.190271,45.475338,Il Verdi,restaurant
9.185553,45.471576,Tiramisu Delishoes Milano,restaurant
9.175023,45.451642,Empanadas Argentinas,restaurant
9.191657,45.466026,Al Cantinone,restaurant
9.187272,45.46479,Ristorante Al Mercante,restaurant
9.191111,45.465844,Meat Grill Food,restaurant
9.196907,45.458625,Unknown name,bar
9.164814,45.466535,Gelateria della Musica,ice cream
9.190303,45.483179,Illy,cafe
9.188712,45.483184,Replay - The Stage Fine Dining,restaurant
9.193677,45.471149,Bistrot Manzoni,restaurant
9.191208,45.469953,Caffè 19,cafe
9.190784,45.468448,Caffè Mozart,cafe
9.193053,45.470852,Nobu,restaurant
9.193484,45.472599,La Tavernetta da Elio,restaurant
9.176345,45.468853,Caffè La Rocchetta,cafe
9.185514,45.48139,Ciao Pizza,fast food
9.185769,45.481324,Osteria del Gambero Rosso,restaurant
9.185503,45.481159,Morsi e Rimorsi,restaurant
9.186435,45.481179,Herry's Bar,bar
9.184753,45.481593,Gam,restaurant
9.177724,45.451511,Sphera Locura,bar
9.177719,45.451659,Istanbul Turkish kebab,fast food
9.177689,45.451911,Ego,bar
9.177688,45.452008,Luna Rossa,restaurant
9.178154,45.458863,Pizzeria Naturale,restaurant
9.187901,45.462933,Rosticceria Fontana,fast food
9.175298,45.452758,Sabbia d'oro,restaurant
9.187411,45.481734,Gusto e Tradizione,fast food
9.188868,45.483301,Panini Durini,fast food
9.181489,45.460814,Sisto 3,bar
9.173367,45.451297,Mag Cafè,bar
9.194184,45.471235,Sweet Coffee Bar,cafe
9.195056,45.471982,Fresco & Cimmino,restaurant
9.205813,45.474801,12Oz,cafe
9.163885,45.467701,La Tavernetta,restaurant
9.181811,45.469045,Bar Castello,bar
9.178264,45.45194,Frank Pummarola,restaurant
9.178029,45.451782,Il Barcone,restaurant
9.180841,45.457311,Port'Noy Cafe,cafe
9.183922,45.460913,Café Saint George,cafe
9.180299,45.468778,Al Politico,fast food
9.187351,45.472839,El Beverin,restaurant
9.179391,45.481599,Bar 99,cafe
9.186263,45.472147,Il Kaimano,restaurant
9.178961,45.47781,Ristorante L'essenziale,restaurant
9.180888,45.465413,L'Isola della Piadina,fast food
9.201904,45.477117,Joia,restaurant
9.189359,45.465386,Bar Chèri,cafe
9.188355,45.46742,Bar della Scala,cafe
9.188898,45.466314,Caffè Scala,cafe
9.189173,45.465078,Da Regina,restaurant
9.189821,45.465978,Ristorante Galleria,restaurant
9.189848,45.465348,Cracco in Galleria,restaurant
9.189125,45.467048,Trussardi alla Scala,restaurant
9.188662,45.465377,Venchi,ice cream
9.172191,45.476479,Arcogelato,ice cream
9.17585,45.45182,Beynac,bar
9.18964,45.455376,Mimmo Four Seasons,restaurant
9.184211,45.450706,Fonderie Milanesi,bar
9.184151,45.450953,TPR,bar
9.1844,45.449907,Unknown name,bar
9.188939,45.483859,Italian Bakery,restaurant
9.18271,45.468932,Caffè Olimpia,cafe
9.18886,45.483807,Musubi,restaurant
9.169751,45.456107,Ristorante Scilla,restaurant
9.165476,45.470122,Pitti Caffè,cafe
9.170861,45.47656,Cream Lounge,bar
9.200147,45.45511,La Bettola Di Piero,restaurant
9.198801,45.464208,Trattoria da Pino,restaurant
9.191619,45.468888,Don Lisander,restaurant
9.171965,45.468631,Smooshi,restaurant
9.187748,45.461616,Sushi Li,restaurant
9.189372,45.461592,Yuan,restaurant
9.192147,45.464923,My Sushi - Rinascente,restaurant
9.192585,45.465618,Valentino Legend,restaurant
9.191718,45.469226,Biffino,bar
9.197889,45.465553,McDonald's,fast food
9.172746,45.451514,Luca & Andrea,bar
9.185853,45.472001,Amorino,ice cream
9.198864,45.466389,Brek,restaurant
9.200083,45.466821,Valentino Vintage,restaurant
9.168608,45.471065,L'Ov Milano,fast food
9.183874,45.472932,Al Teatro,cafe
9.179053,45.470524,Calicantus,cafe
9.183733,45.472475,Grand'Italia,restaurant
9.183712,45.472573,Le Cotolette,restaurant
9.183262,45.471808,L'angolo di casa,restaurant
9.18394,45.472682,The Fisherman,restaurant
9.183872,45.473141,Quore Italiano,restaurant
9.18363,45.472905,La Filetteria Italiana,restaurant
9.183953,45.472622,Baobab,fast food
9.183802,45.472112,Rovello 18,restaurant
9.18168,45.476488,Art Cafe,cafe
9.181889,45.474751,Magnaki Arena,restaurant
9.206612,45.47443,Ca'puccino,cafe
9.184823,45.452372,Cafè Clubino,bar
9.202295,45.479441,Sax,restaurant
9.199698,45.480736,Nhero,restaurant
9.199784,45.480394,Parioli,restaurant
9.199846,45.48003,Milionaire lounge bar,bar
9.200211,45.478083,Churchill Caffè,cafe
9.182541,45.474432,Sushi,restaurant
9.183021,45.474264,Enoteca,restaurant
9.182709,45.474442,Tigella's,restaurant
9.185972,45.467127,Luna Rossa,cafe
9.168056,45.479625,Ristorante Montecristo,restaurant
9.17108,45.480315,Armando Bistot,cafe
9.170553,45.480899,MU,fast food
9.181463,45.478534,Ai Bastioni,restaurant
9.184866,45.475304,Ham holy burger,fast food
9.185066,45.475265,Pizzeria Nazionale,restaurant
9.184509,45.475492,Le tre regioni,fast food
9.184081,45.475546,Trattoria c'era una volta,restaurant
9.184413,45.475504,Milano Kebap house,fast food
9.18676,45.475026,Rigolo,restaurant
9.185763,45.475186,Grand'Italia,restaurant
9.187192,45.47525,Trevesbar,cafe
9.175067,45.463873,Parenthesy,cafe
9.173491,45.465045,Orti di Leonardo,restaurant
9.175206,45.467534,Panini Durini,fast food
9.182715,45.467258,Locatelli,restaurant
9.194267,45.464825,I Panini della Befi,cafe
9.192946,45.470497,Bamboobar,bar
9.174137,45.472226,Terrazza Triennale - Osteria con vista,restaurant
9.198032,45.463247,L' Arabesque,cafe
9.187366,45.472691,Brera 29,restaurant
9.186869,45.472727,Mò Puglia Bistrot,cafe
9.185903,45.467304,Al Dente,restaurant
9.186934,45.467732,Piazzetta Bossi,restaurant
9.186792,45.467662,Trulli Love,restaurant
9.173116,45.467352,Dosso 18,cafe
9.172577,45.467595,Acero Rosso,restaurant
9.17233,45.467591,Natural Break,restaurant
9.172942,45.468258,Ghe Sem,restaurant
9.182679,45.463122,Ristorante Borromeo 5,restaurant
9.178846,45.452239,Mont Real Cafè,cafe
9.18255,45.452039,Fatto-Bene,restaurant
9.179792,45.450159,Cafè Millennium,cafe
9.179825,45.450499,Amsterdam Chips,fast food
9.192414,45.469131,Corsia del Giardino,restaurant
9.193603,45.472474,La Tavernetta da Elio,restaurant
9.195922,45.471492,be&at's,restaurant
9.1836,45.474048,Tamandi Foccacia,fast food
9.179116,45.459549,Viva,restaurant
9.160801,45.460927,Unknown name,cafe
9.162524,45.461601,Unknown name,cafe
9.194581,45.474565,Unknown name,cafe
9.177675,45.466037,Gelato fatto con amore,ice cream
9.188104,45.455568,Osteria della Lanterna,restaurant
9.184294,45.456813,Tom the ordinary market,bar
9.191829,45.464902,Il bar Milano,bar
9.207113,45.460886,KOKO,bar
9.190619,45.450826,Joy Bistrot & Cafe,cafe
9.181007,45.459392,Streetoast,fast food
9.18143,45.459944,La Gelateria della Musica,ice cream
9.173369,45.481253,McDonald's,fast food
9.176141,45.48148,Cantine Isola,cafe
9.181039,45.459621,Hamerica's,fast food
9.201559,45.455117,Pizzeria San Francesco 2,fast food
9.168524,45.471244,White Bear,cafe
9.168085,45.47194,Fatto Bene Burger,fast food
9.168094,45.472366,Bar Impero,cafe
9.187992,45.473449,n'ombra de vin,bar
9.168549,45.457832,C'era una volta una piada,restaurant
9.178029,45.464921,Niro Meet Bar,bar
9.165199,45.462977,Ristorante Argentino San Telmo,restaurant
9.200835,45.462757,L'Ostel,restaurant
9.19969,45.463305,Il Chicco Ricco,cafe
9.19965,45.463304,Ba-Ba Reeba,restaurant
9.200042,45.462986,Caffè Il Moro,cafe
9.201165,45.462953,Bar al Chiossetto,cafe
9.201294,45.467144,Mon Cafè,cafe
9.202172,45.466932,La Caveja,fast food
9.204771,45.465682,Bar Conservatorio,cafe
9.202024,45.467078,Milano Family Cafè,cafe
9.201039,45.466995,Miyabi,restaurant
9.184353,45.471347,Pandenus,fast food
9.179676,45.465627,De Santis,fast food
9.17783,45.466045,Boccascena Cafè,cafe
9.163693,45.457197,Bar Debby,bar
9.172692,45.467597,Puccia's Brothers,cafe
9.170307,45.467518,Bar Il Cenacolo,cafe
9.170467,45.46567,Le Grazie,cafe
9.173715,45.467309,L'Alter Bar,cafe
9.17176,45.468787,Shed Bar,cafe
9.172214,45.468797,Pizzeria Biagio,restaurant
9.171323,45.469068,Caffè Monti,cafe
9.171905,45.469083,Viveca,restaurant
9.17077,45.46952,Mamma Oliva,restaurant
9.171529,45.454611,Seoul,restaurant
9.195233,45.461986,Unknown name,restaurant
9.180183,45.458837,Ciaccia coi ciccioli,fast food
9.183224,45.48086,Macha,cafe
9.184226,45.478112,Caffé Napoli,cafe
9.206808,45.473808,Sheraton Diana Majestic,bar
9.185501,45.470136,Mesotelioma x Chiara Ferragni,cafe
9.197794,45.465423,Pascucci,cafe
9.193311,45.469344,Panino Chic,fast food
9.194497,45.472426,Off the Poke,fast food
9.183294,45.474674,Temakinho,restaurant
9.192315,45.461365,California Bakery,restaurant
9.173316,45.452906,Tongs,bar
9.203769,45.476202,Special - Hamburger & Italian Fast Food,fast food
9.16761,45.455178,Gusto 17,ice cream
9.188013,45.462857,Unknown name,cafe
9.199239,45.457107,Trattoria la vecchia guardia,restaurant
9.184517,45.467332,Andry,restaurant
9.174473,45.452814,Le Striatelle,restaurant
9.176015,45.451852,Greek fusion,restaurant
9.185316,45.452034,Mi-Ramen Bistro,restaurant
9.175572,45.459949,Ambroisa organic,restaurant
9.192744,45.462282,Jade Garden,restaurant
9.188641,45.476698,Burger Wave,fast food
9.187698,45.474594,Ristorante Santa Virginia,restaurant
9.188637,45.476854,Pacifico,restaurant
9.188614,45.476049,Latteria San Marco,restaurant
9.188628,45.475393,El Tombon de San Marc,restaurant
9.189029,45.475189,Satokina,restaurant
9.188368,45.474657,Caffè Ponte Nuovo,cafe
9.189671,45.476653,Mot Bistrot,restaurant
9.189498,45.476704,Volemose Bene,restaurant
9.188867,45.476813,El Tabachée,restaurant
9.189437,45.475882,Yazawa,restaurant
9.188398,45.474736,Gelateria Rigoletto,ice cream
9.190335,45.475186,Bar Mirabello,cafe
9.192662,45.480628,Amami,restaurant
9.192095,45.480469,Unknown name,cafe
9.194687,45.47983,Le Vrai,restaurant
9.19249,45.480483,Soulgreen,restaurant
9.192032,45.46494,Obica Duomo,restaurant
9.208578,45.466689,Ristorante Omega 3,restaurant
9.183268,45.456726,Mani Bistrot,restaurant
9.178404,45.468003,Caffè Napoli,cafe
9.179748,45.465618,Bistro,restaurant
9.179361,45.46581,Parco Sushi,restaurant
9.177178,45.466211,"Tutto bene, grazie",restaurant
9.179265,45.46582,Il Magentino,cafe
9.176994,45.465942,La piadineria,fast food
9.207449,45.461398,Al Pizzetta,fast food
9.185222,45.477691,Portami,fast food
9.173807,45.451396,Temakinho,restaurant
9.194357,45.451062,Spoon,restaurant
9.195663,45.464877,Gino Sorbillo,restaurant
9.178487,45.464053,Caffè Santa Valeria,cafe
9.180365,45.464059,Bar El Canton,cafe
9.1786,45.463906,Arnold Coffee,cafe
9.179685,45.460695,Caffè Le Tre Vie,cafe
9.176799,45.460243,Barcollando,bar
9.177118,45.460272,Just Cafè,cafe
9.176551,45.460737,Piadineria Giulia,fast food
9.177395,45.460484,Bar Al Due,cafe
9.176547,45.460535,Bar Matricola,cafe
9.175726,45.460914,Time Cafè,cafe
9.176407,45.460774,Crumb,cafe
9.186748,45.480061,Prime One Seven Burger Har,restaurant
9.194555,45.454895,Unknown name,bar
9.165488,45.459514,Caffè del Sole,bar
9.166483,45.455758,Marulli Cafè,bar
9.179383,45.451834,Unknown name,bar
9.187986,45.482555,Bar Meraviglia,cafe
9.184602,45.481346,Babitonga Cafè,bar
9.182519,45.460772,Spontini,restaurant
9.189873,45.466413,I 12 Gatti,restaurant
9.173492,45.452346,Ral8022,bar
9.174387,45.453017,Kyto,restaurant
9.180421,45.454922,Kazan,restaurant
9.179525,45.458833,La Crota - Trattoria con pizza,restaurant
9.20655,45.470826,riad food garden,cafe
9.188324,45.478919,dry milano,cafe
9.189216,45.475308,fish bar de Milan,bar
9.186642,45.451433,Happy Cafè,bar
9.201757,45.467967,Caffetteria Villa Necchi Campiglio,cafe
9.186194,45.461115,We Coffee,cafe
9.187987,45.459864,Basara Milano,restaurant
9.184509,45.45921,Sarla,restaurant
9.183933,45.459625,Bistrot Santa Maria Valle,restaurant
9.183843,45.460605,Unknown name,cafe
9.184489,45.461052,Pizzeria Grill,restaurant
9.185229,45.460708,Rossini,restaurant
9.188883,45.459848,Piadineria Artigianale,fast food
9.206709,45.46877,Nottingham Forest,bar
9.180076,45.459697,Pasta d'Autore,restaurant
9.186148,45.466708,Bellavista,restaurant
9.183445,45.467139,Signorvino,restaurant
9.188629,45.463038,Caffè Carlino,cafe
9.195049,45.466021,Krem,cafe
9.183454,45.462615,B Cafè,fast food
9.185682,45.480861,Domino Pizza,fast food
9.17614,45.466098,Guido Gobino,cafe
9.184364,45.46325,Caffè del Bollo,cafe
9.184388,45.462637,Cervìn,restaurant
9.183575,45.462561,La Caveja,fast food
9.183768,45.463257,Ristorante De Bini,restaurant
9.183631,45.46236,Bar Santa Marta,cafe
9.183213,45.461895,La Fettunta,restaurant
9.181989,45.464155,Ristorante Hostaria Borromei,restaurant
9.182949,45.464204,Viky Bar,cafe
9.181834,45.464734,Il Gusto del Caffè,cafe
9.181718,45.462896,Caffè Sant'Orsola,cafe
9.17932,45.464377,Da Zero,restaurant
9.180302,45.46526,Ristorante La Brisa,restaurant
9.178173,45.465254,La Fontanella,cafe
9.178236,45.465525,Unknown name,cafe
9.176649,45.452299,Rinomata Gelateria,ice cream
9.205341,45.463189,Miscusi,restaurant
9.202548,45.477984,KOSHITSU,restaurant
9.202451,45.478126,Lon Fon,restaurant
9.187385,45.463158,Granaio,restaurant
9.181378,45.457374,Rossopomodoro,restaurant
9.205184,45.475746,Rotani Caffe,cafe
9.185341,45.478795,Tasta,ice cream
9.170177,45.477104,Sempione,fast food
9.192411,45.467692,Boeucc,restaurant
9.180488,45.478203,Bar Biancamano,cafe
9.199183,45.454875,Lacerba,bar
9.196303,45.451731,Champagne e Spumanti,cafe
9.184647,45.465317,Baccanale,restaurant
9.186938,45.465215,CityFarm,bar
9.190993,45.466109,Lavazza,cafe
9.193453,45.465514,Panino Giusto,restaurant
9.18474,45.470194,Convivium,restaurant
9.176766,45.453164,Vista Darsena,bar
9.175359,45.465197,Boccondivino,restaurant
9.193085,45.464515,Ke Piada Bistrot,fast food
9.185858,45.471741,Cinc Food & Drinks,bar
9.16746,45.455233,Savona 18 petit cafè,cafe
9.167315,45.455189,Da Luigi,restaurant
9.167783,45.455234,Burgez,fast food
9.167044,45.455113,Creanza,restaurant
9.179978,45.478006,Caffè del Vecchio Stadio,cafe
9.176776,45.478089,La Siesta,cafe
9.176202,45.478299,Casa del Caffè,cafe
9.175054,45.457274,Zen Express Ryukishin,fast food
9.206219,45.474652,I Love Poke,fast food
9.178179,45.465209,Garage 5,fast food
9.181098,45.465755,Cucca,restaurant
9.203714,45.476168,Matilde Milano Restaurant,restaurant
9.194426,45.468549,Illy Caffè,cafe
9.169005,45.467909,Tommasi,bar
9.172448,45.481928,Wang Jiao,restaurant
9.184431,45.470965,Lo's,restaurant
9.184325,45.471399,Panini Durini,fast food
9.18259,45.467494,United Tastes of Hamerica's,restaurant
9.193804,45.475901,Moko's Matcha,cafe
9.18765,45.46433,KFC,fast food
9.196654,45.461174,Bar Sforza,cafe
9.182492,45.467627,Caveau,restaurant
9.184318,45.467351,La Felicità,restaurant
9.185057,45.465901,Caffetteria Dante,cafe
9.181731,45.467095,Da Puccini,restaurant
9.180704,45.465925,Burla giò,restaurant
9.183292,45.46786,Clichè Cafè,cafe
9.1702,45.456265,Ofelé,cafe
9.167176,45.454343,Ristorante Ciro Pomodorino,restaurant
9.166676,45.455439,Trattoria all'Antica,restaurant
9.166405,45.455853,Panino Lab,fast food
9.172291,45.462917,Q.B.,ice cream
9.166256,45.46634,L'Uccellina,restaurant
9.169191,45.465763,Leonardo Bistrot,cafe
9.168694,45.465565,Gelateria San Carlo,ice cream
9.173112,45.463936,Bar Anny,cafe
9.184956,45.477752,Paninidurini,cafe
9.184776,45.461696,Ronchi 78,restaurant
9.204886,45.476785,Ristorante Africa,restaurant
9.175936,45.481309,La Ravioleria Sarpi,fast food
9.171915,45.480838,Recreo Bar Sartoria,bar
9.171661,45.480443,Pizzeria da Mimmo,restaurant
9.174623,45.481359,Trattoria Chinese Long Chang,restaurant
9.171088,45.481076,Pizzeria da Giuliano,restaurant
9.187086,45.474901,18 Solferino,cafe
9.183573,45.474218,Flower Burger,fast food
9.173729,45.460532,Posta,restaurant
9.172734,45.46104,Daniel e il Caffè,cafe
9.173258,45.4615,Caffè De Amicis,cafe
9.173408,45.452633,28 posti,restaurant
9.187933,45.459729,Wicky’s,restaurant
9.187408,45.466252,Tandem Bistrot,restaurant
9.18569,45.466095,Rosebymary,restaurant
9.190654,45.465175,Gino Sorbillo,restaurant
9.183313,45.466504,Bravo,cafe
9.185848,45.466109,Italy Restaurant,restaurant
9.185801,45.466103,Gusto Milano,restaurant
9.196277,45.462897,La sardina innamorata,restaurant
9.196028,45.46287,Braci e risotti di Massarè,restaurant
9.172897,45.459152,Unknown name,cafe
9.171884,45.458146,Unknown name,cafe
9.170996,45.459017,Nelson Pub,restaurant
9.181265,45.460378,Pane e Vino,restaurant
9.18093,45.456841,Pizzeria del ticinese,restaurant
9.199166,45.462737,Macha,cafe
